id,label,size,metacluster,metaCLU,x,y,docs_speed_sym,top_terms
648,Coach Education Program * Coach Development Program,223,4,#D6AF28,2915.289307,1817.26355,0.000597818,coach education program|coach development program|coaching practice|coach developer|Coaching (Performance)|instructional coaching|coaching cycle|sport coaching|mid career education|coach learning|coaching model|beginning coach|adult oriented coaching|masters athlete|future capacity
649,Speech Sound Disorder * Childhood Apraxia * Speech Impairment,170,28,#D6288D,-4672.777344,-5725.666504,0.4825396825396825,speech sound disorder|childhood apraxia|speech impairment|dysarthria|tactile cueing|articulation impairment|speech production|motor based intervention|speech motor|noise vocoded speech|speech sound|degraded speech|amyotrophic lateral sclerosis|perceptual learning
650,Cognitive Diagnosis Model * Dina Model * G Dina Model,101,4,#D6AF28,-2563.473389,1044.257812,-0.034719573,cognitive diagnosis model|dina model|g dina model|cognitive diagnostic|q matrix|attribute mastery|DINO model|g dina|RRUM model|cognitive diagnostic model|cognitive diagnostic assessment|diagnostic classification|nonparametric classification|deterministic input
651,Aspirational Capital * Navigational Capital * Familial Capital,126,2,#D66B28,4635.437012,1139.734985,0.1830943847072879,aspirational capital|navigational capital|familial capital|resistant capital|community cultural wealth|cultural capital|linguistic capital|social capital index|bourdieu|habitus|aspirational wealth|objectified capital|navigational wealth|structural social capital
652,Economic Sphere * Bureaucratic Sphere * Political Sphere,46,22,#5528D6,1236.032959,-3483.214355,-0.02358143,economic sphere|bureaucratic sphere|political sphere|personal dissatisfaction|social sphere|secondary program|technical sphere|cultural sphere|academic sphere|personal sphere|cegep system|natural sphere
653,Knowledge Forum * Knowledge Building Principle,98,21,#3328D6,4640.791504,-6122.410156,0.1413043478260869,knowledge forum|knowledge building principle|knowledge building|shared repertoire|real idea|affect dynamic|improvable idea|reflective assessment|joint enterprise|knowledge building discourse|mutual engagement|transition metric|online discourse
654,Situating * Practical Craft * Transnational Feminist Research,51,26,#D628D0,2297.749756,-2801.668213,0.1435385949696444,situating|practical craft|transnational feminist research|trans research|queer research|Collective memory work|interdisciplinary character|digital ethnography|archival research|gender study|narrative method|literary analysis
655,Visualization Course * Practice Focused Relationship,29,23,#7728D6,5103.712402,-3505.043213,0.1247235192922093,visualization course|practice focused relationship|diverse feedback|course trend|visualization pedagogy|individualistic orientation|negotiation practice|instructor understanding|expert intervention|competitive orientation|bargaining
656,Overeducation * Wage Penalty * Horizontal Mismatch,167,13,#28D682,3152.623779,6222.703125,0.066900585,overeducation|wage penalty|horizontal mismatch|educational mismatch|vertical mismatch|wage premium|over education|wage differential|wage dynamic|earnings function|wage gap|return to education|undereducation|wage inequality
657,United Kingdom OF Great Britain And Northern Ireland,105,2,#D66B28,3192.615723,4221.181641,0.016481069,united kingdom of great britain and northern ireland|Collins Ntim|university of southampton|management and accounting|university of stirling|david mcmillan|southampton business school|hampshire|southampton|kaouther kooli|capital structure|bournemouth university|m41|len tiu wright
658,Hell * Milton * Qadar,82,12,#28D660,4871.207031,236.123398,-0.057000433,hell|milton|qadar|hereafter|Dante|heaven|divine comedy|good deeds|pinocchio|angel|witchcraft|Day of Judgment|qada
659,Empirical Moment * Propositional Moment * Analytical Moment,100,14,#28D6A3,7572.591309,1362.981445,0.02960969,empirical moment|propositional moment|analytical moment|planetary decoloniality|transepistemologie|ecosophy|diatopy|harmful desire|perpetual growth|rhizomatic deconstruction|finite planet|education for the end|transmetodologie|coloniality of knowledge
660,Deep Acting * Surface Acting * Normative Commitment,64,7,#98D628,3023.604736,5132.857422,0.074826296,deep acting|surface acting|normative commitment|affective commitment|emotional labor strategy|continuance commitment|Organizational commitment|caring campus|naturally felt emotion|emotional labor scale|institute for evidence based change|one way interaction|display rule
661,College Housing * Resident Adviser * Student Housing,149,8,#77D628,12819.43652,-1110.982056,-0.076821192,college housing|resident adviser|student housing|student affair|residence life|student personnel worker|Studentification|purpose built student accommodation|on campus housing|racialized meaning|residence hall|university housing|student personnel service|Hierarchy of Isolation
662,Augmentative Communication * Alternative Communication,154,28,#D6288D,-4243.469727,-4918.794922,-0.232786885,augmentative communication|alternative communication|augmentative and alternative communication|complex communication|speech generating device|aac intervention|communication need|communication devices for people with disability|speech language pathology|aac systems|speech language pathologist|communication partner|communication disorder|picture exchange
663,Skill Based Cue * Simultaneous Prompting,131,26,#D628D0,1503.534912,-6216.698242,-0.01490313,skill based cue|simultaneous prompting|health behavior outcome|discrete trial|assembly skill|multiple probe|health literate student|expressive label|skill maintenance|two step response|alternating treatment|repair skill|constant time delay|community based instruction
664,Dental Carie * Oral Health Curriculum * Oral Hygiene Index,468,4,#D6AF28,-12947.12891,4088.786133,0.2587719298245614,dental carie|oral health curriculum|oral hygiene index|periodontal disease|dmft index|filled tooth|plaque index|tooth brushing|oral health knowledge|oral health education|gingivitis|oral health behavior|caries prevalence|dental plaque|periodontitis|decayed tooth
665,Tinkering Knowledge * Connecting Experience * Reading People,51,2,#D66B28,5674.664551,-2045.076294,0.1934369602763385,tinkering knowledge|connecting experience|reading people|san basilio|home knowledge|performance belief|competence belief|college friend|external recognition|fund of knowledge|fund of identity|palenque community
666,Benchmarking Project * Cash Management * Improvement Target,66,5,#D6D028,-3089.936768,11037.875,-0.212121212,benchmarking project|cash management|improvement target|grants management|accounts payable|post award|maintenance operations|grant management|research administrator|operational indicator|federal research|bureaucratic regulation|business service
667,Ulcerative Colitis * Crohn's Disease,63,6,#BAD628,-12889.04492,2989.544189,-0.023955432,ulcerative colitis|crohn's disease|inflammatory bowel disease|inflammatory bowel|ulcerative|colitis|left sided colitis|crohn disease|proctitis|extensive colitis|bowel disease|disease course|crohna€TMs disease
668,Neisseria Meningitidis * Meningococcal Infection * Serogroup B,59,6,#BAD628,-11491.9209,5862.935059,0.04527163,neisseria meningitidis|meningococcal infection|serogroup b|meningococcal carriage|meningococcal vaccine|meningitis|carriage|invasive meningococcal disease|carrier state|serogroup|meningococcal|pneumococcal vaccine|menb vaccine
669,Francoism * NO DO * Noncommutativity,119,21,#3328D6,-1.231321,-3500.576904,0.1536382536382536,francoism|no do|noncommutativity|audiovisual analysis|polarised light|spanish civil war|matrix product|verbal discourse|newsreel|francoism and education|mathematical formalism|servicio universitario del trabajo|General Education Act|mechanical reasoning
670,Cscc * Computer Supported Collaborative Coaching,41,22,#5528D6,2134.214111,-2208.626709,-0.043035108,cscc|computer supported collaborative coaching|tutors' collaboration|collaborative tutoring|group coach|new recruits|tutor group|orchestration load|collaborative coaching|coaching system|cscl|orchestration action
671,Oecd Starting Strong * Oecd Secretariat * Policy Survey,30,2,#D66B28,5309.528809,4330.770996,0.128391167,oecd starting strong|oecd secretariat|policy survey|desk based research|equitable|final report|transitional justice|academic expert|truth commission|past injustice|high quality
672,Cerebellum * Eyelid * Purkinje Cell,80,25,#BA28D6,-10082.02637,-3899.697021,-0.065625,cerebellum|eyelid|purkinje cell|blinking|climbing fiber|cerebellar cortex|unconditional stimulus|posterior fossa|cerebellar activity|cerebellar nucleus|cerebellar learning|eyeblink conditioning|auditory tone
673,Tlsoa Model * Thailand Lesson Study * Ethical Force,97,21,#3328D6,2985.593506,3337.194092,-0.050331126,tlsoa model|thailand lesson study|ethical force|heidegger|releasement|political opportunism|prospect school|lesson study team|jacques derrida|self marketing|enframing|spiritual conflict|cause motive
674,Educacao Inclusiva * Educacao Especial * Inclusao,165,24,#9828D6,-307.381378,-13925.83301,-0.021971496,educacao inclusiva|educacao especial|inclusao|inclusao escolar|atendimento educacional|superdotacao|altas habilidade|gestao democratica|gestao escolar|transtornos globais|sala de recurso|politicas publicas|necessidades educacionais|necessidades especiais
675,Climate Change Education * School Strike * Climate Justice,125,2,#D66B28,776.845825,6228.881836,-0.302508179,climate change education|school strike|climate justice|climate science|friday for future|climate curriculum|climate literacy|climate modeling|climate activism|climate education|climate action|climate movement|climate|greta thunberg
677,Inner Setting * Consolidated Framework * Cardiology Consultation,83,0,#D62828,2844.324463,-534.491638,0.007955725,inner setting|Consolidated Framework|cardiology consultation|clinicians' perspectives|outer setting|high sensitivity troponin|cfir|organizing process|controlling process|actuating process|implementation science framework|acute management|service line
678,Unfounded Belief * Conspiracy Theory * Computerized Survey,61,23,#7728D6,2167.000488,326.936127,0.012023217,unfounded belief|conspiracy theory|computerized survey|conspiracy belief|perception pattern|supernatural belief|pseudoscience|cost effective tool|pseudoscientific belief|mixed model analysis|brno|alchemy|bohemia
679,Residential Works * Slab Type * Cost Feasibility,86,17,#28A3D6,-207.602341,6756.589355,-0.06012333,residential works|slab type|cost feasibility|precast slab|comparative processes|structural behavior|architectural form finding|construction period|parametric design|instructive learning|computational design|topology optimization|guided experiment
680,Contact Tracing * Covid 19 Testing * Noroviru,200,6,#BAD628,-10552.73145,2604.27832,0.016571256,contact tracing|covid 19 testing|noroviru|caliciviridae infection|secondary case|secondary attack rate|attack rate|outbreak|gastroenteritis|school transmission|surveillance testing|acute gastroenteritis|disease outbreak|test to stay|secondary transmission
681,Event Related Potential * Evoked Potential,303,25,#BA28D6,-12088.52734,-4624.530273,0.010584251,event related potential|evoked potential|electroencephalography|reward positivity|reward processing|reward anticipation|feedback related negativity|late positive potential|p300|mismatch negativity|n2 component|p3 component|p3 amplitude|n400|error related negativity
682,Energetic Treatment * Bach Flower * Mental Treatment,113,6,#BAD628,-5707.321289,3592.083496,0.069855255,energetic treatment|bach flower|mental treatment|neuro nutrition|physical treatment|integrative practice|aromatherapy|pic|essential oil|complementary practice|functional nutrition|public health management|conventional medicine|nursing history
683,Type 1 Diabetes * Diabetes Mellitus * Type 2 Diabetes,321,6,#BAD628,-9249.862305,-1188.300415,-0.001310998,type 1 diabetes|diabetes mellitus|type 2 diabetes|time in range|glycemic control|Continuous glucose monitoring|Diabetes education|insulin pump|type 1|blood glucose|Glycated Hemoglobin|type 2|insulin|hypoglycemia|hypoglycemic agent|hba1c
684,Contraception * Contraception Behavior * Family Planning Service,183,19,#2860D6,-7626.733887,-1909.063965,0.1992742667069851,contraception|contraception behavior|family planning service|contraceptive agent|contraceptive method|contraceptive use|family planning program|unintended pregnancy|intrauterine device|long acting reversible contraception|modern contraceptive|contraceptive knowledge|emergency contraception|unplanned|contraceptive
685,External Disturbance * Closed Loop System * Sliding Mode,230,20,#283FD6,-4828.311523,8090.13623,0.049553209,external disturbance|closed loop system|sliding mode|tracking error|pid controller|lyapunov stability|course keeping|nonlinear control|nonlinear systems|adaptive control|minidrone|parrot mambo|cadet engagement|optimal control|control education
686,Mainstream Controversy * Teacher Initiated Controversy,43,1,#D64A28,6480.740234,-2226.0625,-0.113360324,mainstream controversy|teacher initiated controversy|controversial pedagogy|unplanned controversial issue|sex gender identity|exclusionary identity|third order concept|migratory crisis|controversial issue|past present future|teacher vulnerability|mandatory curriculum
687,Blindness * Braille * Visual Impairment,166,28,#D6288D,-6047.095215,-2541.710205,0.028056951,blindness|braille|visual impairment.|visually impaired|braille display|low vision|school for the blind|severe visual impairment|whole globe|refreshable braille|nemeth code|unified english braille|braille cell|orientation and mobility
688,Prison Education * Institutionalized Person,378,29,#D6286B,-1276.324585,-64.41864,0.2492970946579194,prison education|institutionalized person|correctional education|correctional institution|prison system|incarcerated student|juvenile justice policy|prison|detained student|recidivism|penitentiary system|inmates' learning|social reintegration|confined space|youth justice|resocialization
689,X Ray Diffraction * Metal Organic Framework,141,20,#283FD6,-6911.780762,7551.390625,-0.021705426,x ray diffraction|metal organic framework|scanning electron microscopy|powder x ray diffraction|fourier transform infrared|pump probe spectroscopy|coherent phonon|mof|solid state chemistry|pxrd|x ray photoelectron spectroscopy|ultrafast spectroscopy|thermogravimetric analysis|differential scanning calorimetry
690,Generation X * Inherent Constraint * Baby Boomer,47,23,#7728D6,-753.541138,-1275.845215,0.107947301,generation x|inherent constraint|baby boomer|generation y|mature individual|gen y|cultural entrepreneurship|millennial|gen x|generational cohort|generational difference|engagement experience
691,Nine Dot Problem * Matchstick Arithmetic * Divergent Thinking,197,22,#5528D6,1488.430786,-4510.310059,0.031648505,nine dot problem|matchstick arithmetic|divergent thinking|picture completion|unusual uses|insight problem solving|convergent thinking|everyday creativity|scholarly creativity|torrance test|remote associates test|transcranial random noise stimulation|creativity test|characteristic path length|global efficiency
692,Hemorrhagic Fever With Renal Syndrome * Ebola,25,30,#D6284A,-2944.343018,659.920776,-0.006637168,hemorrhagic fever with renal syndrome|ebola|hemorrhagic fever virus|Crimean|crimean congo|Democratic Republic of the Congo|ebola vaccine|hantavirus|ebola virus disease|hantavirus infection|democratic republic
693,Philosophy For Child * Instrumental Systems,113,8,#77D628,8280.961914,-2030.571045,-0.010467551,philosophy for child|instrumental systems|philosophical inquiry|philosophical practice|p4c|philosophy session|matthew lipman|action inquiry|community of philosophical inquiry|economic argument|minor story|caring thinking|instrumentalist conception|second generation
694,Vegetarian * Plant Based Diet Index * Vegan,91,16,#28C5D6,-4779.421875,2646.512451,0.020005716,vegetarian|plant based diet index|vegan|planetary health|plant based|vegan diet|vegetarian diet|vegans|food systems|omnivore|sustainable food|pescatarian|diet type
695,Digital Literacy Conception * Information Issue,67,21,#3328D6,3144.20874,-6981.822266,-0.118221258,digital literacy conception|information issue|sociomaterial literacy|metaphorical perception|positive metaphors|negative metaphors|transformative literacy|metaphor category|book metaphor|nominal literacy|workplace technology|sociocultural literacy|functional literacy
696,Interfaith Diversity * Pluralism Orientation,69,13,#28D682,4241.312012,1157.514648,0.2581787521079258,interfaith diversity|pluralism orientation|Critical religious pluralism theory|interfaith engagement|interfaith learning|spiritual worldview|religious divides|student climate|secular worldview|american islamic school|secular text|campus contexts|social divides
697,Social Work Education * Social Work Approach,173,9,#55D628,212.901688,-3713.906494,0.081876725,social work education|social work approach|social work development|social work professionalization|social work curriculum|social work practice|socialhogskolan|social work educator|social work student|university integration|social work program|new work form|social work research|social school lund
699,Dehumanizing Aspect * Individual Humanity,109,21,#3328D6,3715.74292,-960.308167,0.2962962962962963,dehumanizing aspect|individual humanity|black identified student|postapocalyptic setting|collective vulnerability|fictional society|collective humanity|Oskar Negt|dystopian|macro level analysis|sociological imagination|intergovernmentalism|futurism|structural understanding
700,Value Transaction * Value Transformation * Social Scientization,21,1,#D64A28,3230.027832,-220.137177,0.043678161,value transaction|value transformation|Social Scientization|Cultural Rationalization|value transinternalization|objectivation|state schooling|trans internalization|transinternalization|externalization|passivation
701,Hemineglect * Bells Test * Common Core,54,3,#D68D28,70.530731,-2117.354248,0.077617329,hemineglect|bells test|common core|unilateral spatial neglect|moroccan adolescent|sleq|new ukrainian school|common core state standard|anaphoric|partnership pedagogy|spatial neglect|school level environment
702,Inquiry Discourse * Medium Performance Learner,60,23,#7728D6,-2740.156494,1426.904053,0.132564841,inquiry discourse|medium performance learner|low performance learner|process mining|goal type|simulation trial|problem solving goal|collaborative simulation|event log|epistemic network|epistemic network analysis|conformance checking|high scoring group
703,Leishmaniasis * Visceral Leishmaniasis * Pancytopenia,57,6,#BAD628,-10253.5918,4192.952637,0.1443980045840636,leishmaniasis|visceral leishmaniasis|pancytopenia|splenomegaly|Cutaneous leishmaniasis|psychodidae|cutaneous|hemophagocytic lymphohistiocytosis|cutaneous form|epidemiological aspect|therapeutic aspect|hypofibrinogenemia|clinical aspect
704,Bullying * Physical Bullying * Verbal Bullying,310,29,#D6286B,-1343.217041,-2521.459473,0.002033156,bullying|physical bullying|verbal bullying|cyberbullying|bullying prevention|school bullying|bully victim|relational bullying|moral disengagement|physical victimization|verbal victimization|bullying behavior|bystander|victim|bullying victimization
705,Evasive Hiding * Playing Dumb * Rationalized Hiding,40,25,#BA28D6,-3191.616699,2708.954102,0.094565984,evasive hiding|playing dumb|rationalized hiding|knowledge hiding|promotive voice|prohibitive voice|knowledge hiding behavior|toxic leadership|voice behavior|abusive supervision|employee voice|teach back communication
706,Tick Borne Disease * Cattle * Lyme Disease,133,30,#D6284A,-6117.890625,4322.130859,-0.057082452,tick borne disease|cattle|lyme disease|cattle disease|tick control|swine|tick|Cysticercosis|mastitis|tick bite|clinical mastitis|animal husbandry|milk production|acaricide resistance
707,K Means * Multi View Clustering * Clustering Algorithms,121,4,#D6AF28,-5654.341797,2334.029541,0.042417199,k means|multi view clustering|clustering algorithms|davies bouldin index|subspace clustering|DBSCAN|hierarchical agglomerative|elbow method|calinski harabasz index|silhouette score|clustering|fuzzy c means|mtech|k means algorithm
708,Feebleminded Child * Idiocy * Pupil Allocation,94,9,#55D628,-2486.099609,-6428.53418,0.019976498,feebleminded child|idiocy|pupil allocation|medical classification|abnormal development|developmental screening|learn the sign|act early|trial period|ecec attendance|age and stages questionnaire|normal development|special class
709,Adversary Attack * Integrity Protection * Bank Transaction,115,11,#28D63F,-1276.206177,773.806396,-0.082411114,adversary attack|integrity protection|bank transaction|visual cryptography|visual scenario|technical survey|encryption|cryptography|data encryption|authentication|public key|advanced encryption|access control model|scratch platform
710,Gamification * Leaderboard * Badge,180,13,#28D682,-1573.452026,-987.406921,0.02135816,gamification|leaderboard|badge|apogee platform|point|game design|educational video games|serious games|Game -based learning|game element|player type|dizu evg instrument|game mechanic|game development|augmented gamified environment
711,Intimate Partner Violence * Dating Violence * Physical Violence,200,29,#D6286B,-2167.726807,-2149.965088,0.039746043,intimate partner violence|dating violence|physical violence|physical ipv|psychological ipv|sexual ipv|psychological violence|ipv perpetration|ipv victimization|violence against woman|verbal violence|teen dating violence|transmen|tdv victimization|domestic violence
712,Occupational Therapy Curriculum * Fieldwork Educator,153,28,#D6288D,-5423.796875,-4291.447754,0.036168981,occupational therapy curriculum|fieldwork educator|occupational performance|occupational balance|model of human occupation|occupational adaptation|occupational science|intraprofessional collaboration|domain specific competence|recreational therapy|level i fieldwork|occupational engagement|cognitive orientation|occupational justice
713,Science Instruction * Scientific Concept * Chemistry,134,20,#283FD6,-2506.257568,2993.172607,-0.054308673,science instruction|scientific concept|chemistry|science experiment|college science|science laboratory|laboratory experiment|biology|physics|hand on science|secondary school science|concept formation|metallurgy|science process skill
714,Scouting For Boy * Robert Baden Powell * Edwardian Era,78,15,#28D6C5,2249.727539,-265.246948,-0.112322792,scouting for boy|robert baden powell|edwardian era|girl guide|british army|chivalry|boy scout|Scout movement|religious service|sunday school|Dalton Plan|christian youth|colonial context
715,Dance Education * Sme And T * Bodymind Thinking,265,17,#28A3D6,4606.020508,-1578.852905,-0.050955414,dance education|sme and t|bodymind thinking|dance somatic|floor pattern|somatic movement program|professional dance|bodymind|somatic education|somatic practice|dance movement|ballet|choreographic art|somatic|wirasa
716,Holy Prophet * Sacred Genre * Didactic Effect,71,21,#3328D6,2617.380371,-3573.097412,-0.059599211,holy prophet|sacred genre|didactic effect|urdu literature|poet|poetic imagination|video|text|poetic device|Pashto|sociologist|poetry teaching|audio
717,Palliative Care Policy * End OF Life Care * Attitude TO Death,227,18,#2882D6,-7315.865234,598.76886,0.001550965,palliative care policy|end of life care|attitude to death|advance care planning|terminal care|escape acceptance|end of life|fear of death|neutral acceptance|death education|hospice care|advance care|death avoidance|approach acceptance|death attitude profile
718,Debriefing * Healthcare Simulation * Simulation Training,216,25,#BA28D6,-5372.665527,5602.485352,0.2074267702006612,debriefing|healthcare simulation|simulation training|high fidelity simulation|telesimulation|clinical simulation|patient simulation|standardized patient|Simulation -based education|operation training|simulation|simulation educator|prebriefing|pre activity survey|post simulation survey
719,Model The Way * Encourage The Heart * Enable Other,30,17,#28A3D6,4295.562988,-2162.292969,0.077093733,model the way|encourage the heart|enable other|process challenge|zainichi korean|Inspire a Shared Vision|overconfidence effect|leadership practices inventory|chosen school|overestimation effect|slovak teacher
720,Image Having * Property Noticing * Primitive Knowing,118,1,#D64A28,-1053.726807,1102.13916,0.024217366,image having|property noticing|primitive knowing|inventising|observing|formalising|image making|pirie kieren|formalizing|pirie kieren theory|classifying|communicating|measuring|structuring
721,Artistic Pedagogical Itinerary * Cartocurar * Cartofazer,25,12,#28D660,350.39502,2679.700439,0.01189128,artistic pedagogical itinerary|cartocurar|cartofazer|creative glossary|inspiration box|kartematica|impressions diary|artistic pedagogical inventory|mobile map|Deleuzian philosophy|book object
722,Student Podcast * Online Speaking Activity * Imam University,109,23,#7728D6,-4139.53418,-5583.748535,0.008241758,student podcast|online speaking activity|imam university|input tool|podcast composition|student focused model|efl beginner|speaking center|saudi undergraduate student|digital audio|hugh blair|genealogical critique|composition processes|college of language
723,Montenegro * Liechtenstein * Iceland,182,8,#77D628,8327.349609,2633.414307,0.077270164,montenegro|liechtenstein|iceland|luxembourg|kosovo|bosnia and herzegovina|lithuania|albania|carol i national defense university|maria popescu|Estonia|austria|slovakia|albanian|Slovenia
724,Mand Model * Naturalistic Developmental * Parent Fidelity,67,0,#D62828,-76.188316,-4091.67334,0.040033361,mand model|naturalistic developmental|parent fidelity|parent coaching|response word|naturalistic communication|parent implemented|joint engagement|caregiver mediated|parent mediated intervention|coordinated joint engagement|supported joint engagement|memory response
725,Reverberation Time * Classroom Acoustic * Noise Level,205,28,#D6288D,-4424.009277,-3830.42627,-0.241685144,reverberation time|classroom acoustic|noise level|noise pollution|speech intelligibility|noise exposure|traffic noise|room acoustic|background noise|acoustic condition|acoustic performance|sound absorption|acoustic environment|speech transmission|speech transmission index
726,Supplementary Tuition * Individual Educational Strategy,53,13,#28D682,3859.145264,2795.691895,0.0085,supplementary tuition|individual educational strategy|medical class|sechenov university|academically productive|unified state exam|future talk|private tutor|preliminary training|demonstration exam|human performance|nlp systems
727,Glaucoma * Ophthalmology * Cataract Surgery,169,28,#D6288D,-9849.302734,-681.732544,-0.132500512,glaucoma|ophthalmology|cataract surgery|intraocular pressure|phacoemulsification|cataract|cataract extraction|glaucoma surgery|lens implantation|intraocular len|intraocular|optometry|refractive surgery|iol implantation
728,Authority Coefficient * Fuzzy Delphi * Delphi Technique,108,13,#28D682,-1684.283813,-127.339317,0.3343635310025111,authority coefficient|fuzzy delphi|delphi technique|cognitive radio|second level indicator|first level indicator|expert consensus|software defined radio|secondary indicator|third level indicator|kafa class|fardu 'ain|expert authority|expert consultation
729,Anganwadi Center * Anganwadi Worker * Growth Monitoring,55,8,#77D628,-4064.483643,-6997.862305,-0.08635514,anganwadi center|anganwadi worker|growth monitoring|integrated child development|toilet training|accredited social health activist|independent toileting|intensive toilet training|height measurement|weight measurement|supplementary nutrition|cadre education
730,Hydroxychloroquine * Giant Cell Arteritis * Chloroquine,116,6,#BAD628,-12463.94141,3368.473633,0.005023184,hydroxychloroquine|giant cell arteritis|chloroquine|kawasaki disease|ivermectin|azithromycin|remdesivir|intravenous immunoglobulin|cyclophosphamide|Dexamethasone|immunosuppressive agent|mycophenolate mofetil|corticosteroid|tocilizumab
731,Editing Oer * German Speaking Teacher * Publishing Oer,41,4,#D6AF28,-937.540649,3630.500732,-0.092045208,editing oer|german speaking teacher|publishing oer|oer infrastructure|reusing oer|oer activity|support option|social poll|open educational|employment responsibility|user type|dynamic associative
732,Wechsler Intelligence Scale * Wisc V,147,29,#D6286B,-780.539062,-4744.865723,0.2054865424430642,wechsler intelligence scale|wisc v|verbal comprehension index|Processing speed index|full scale iq|wisc iv|full scale intelligence quotient|perceptual reasoning index|verbal comprehension|working memory index|performance iq|intelligence test|verbal iq|wechsler scale
733,Plagiarism Detection * Plagiarism * Contract Cheating,211,11,#28D63F,444.590088,-3165.808838,-0.042411855,plagiarism detection|plagiarism|contract cheating|academic integrity policy|academic dishonesty|harvard style|chicago style|cheating|academic misconduct|vancouver style|plagiarism awareness|apa style|ieee style|turnitin|eye scanning
734,Targeted Email * Journal Cancellation * Library Liaison,95,26,#D628D0,-2349.793945,-968.834778,-0.088652482,targeted email|journal cancellation|library liaison|crisis type|reputational harm|crisis communication|sbirt|referral and consultation|referral to treatment|end user computing satisfaction|exercise referral|crisis management strategy|crisis intervention model
735,Developmental) Language Disorder * Phonological Precision,117,28,#D6288D,-2282.2146,-7236.248047,-0.153692615,developmental) language disorder|phonological precision|form referent pair|late talker|slow mapping|shape coding|Indirect therapy|criterion referenced measure|grammar intervention|Mixed therapy|Direct therapy|expressive grammar|verb learning|explicit intervention
736,Tuberculosis * Pulmonary Tuberculosis * Tuberculin Skin Test,300,6,#BAD628,-11534.41211,2453.769043,0.3307155322862129,tuberculosis|pulmonary tuberculosis|tuberculin skin test|latent tuberculosis|mycobacterium tuberculosis|tuberculosis infection|epidemiological profile|pulmonary|school tuberculosis|tuberculosis prevention|isoniazid|tuberculosis control|mycobacterium leprae|new case|close contact
737,Administracao Publica * Constituicao Federal * Eficiencia,87,24,#9828D6,-1.885899,-13703.02539,0.03366148,administracao publica|constituicao federal|eficiencia|transparencia|licitacoe|estatuto da crianca|setor publico|governanca|jurisprudencia|legislacao|estatuto do adolescente|servicos|nova lei
738,Ableism * Holistic Access * Queer Health,135,8,#77D628,3501.72876,-683.740662,0.028688525,ableism|holistic access|queer health|disability critical race theory|discrit|radical self love|compulsory able bodiedness|academic ableism|nondisabled student|disabled girl|compulsory heterosexuality|crip theory|disability study|disability culture
739,Teacher Expansion * General FE College,97,13,#28D682,796.731384,-516.510864,-0.047482909,teacher expansion|general fe college|mathematics qualification|technology perspective|playful modality|exceptionality|content curriculum area|age grade level|Disability Inventory|technical modality|Pediatric Evaluation|vocational learner|challenging program
740,Evaluate * Understand * Apply,48,0,#D62828,1463.573608,-4021.687988,-0.051079137,evaluate|understand|apply|remember|analyze|create|conceive|think pair|engage|implement|operate|explain
741,Communicative Based Teaching * Communicative Oriented Teaching,25,1,#D64A28,8491.051758,-7745.448242,-0.032525952,communicative based teaching|communicative oriented teaching|classroom based instruction|thai efl teacher|clt approach|lockdown periods|technology difficulty|Dispositional learning analytics|online teaching experience|dispositional learning|large class size
742,Formal Assignments * Academic Skill Development,71,2,#D66B28,1219.072021,4969.077148,0.044922612,formal assignments|academic skill development|north south dialog|motivating approach|social sustainability|economic sustainability|rich poor gap|practitioner study|practical involvement|permaculture|eco capability|art in nature|engaging approach
743,Collective Bargaining * Ontario University,137,3,#D68D28,6539.403809,-403.033356,0.057142857,collective bargaining|ontario university|administrative responsiveness|strategic mandate|teachers' unions|union|meet and confer|unionization|academic freedom protection|teachersa€tm union|bargaining unit|faculty association|contract provision|labor union
744,Paralympic Sport * Adapted Physical Education * Disability Sport,86,0,#D62828,-5645.55127,-2931.984131,0.067285383,paralympic sport|adapted physical education|disability sport|para sport|paralympic swimmer|para athlete|adapted sport|sitting volleyball|paralympic athlete|unified sport|orthopedic impairment|special olympic|paralympic
745,Zoom Exhaustion * Emotional Fatigue * Physical Fatigue,125,8,#77D628,7379.537598,1621.99646,-0.056729264,zoom exhaustion|emotional fatigue|physical fatigue|social fatigue|motivational fatigue|university dropout|dropout prediction|dropout|student dropout|emotional fatigue scale|international student survey|dropout characteristic|study satisfaction|social repercussion
746,Odorant * Smell * Mushroom Body,204,25,#BA28D6,-12100.08203,-3415.368408,0.087611792,odorant|smell|mushroom body|drosophila|drosophila melanogaster|bee|pollination|olfactory perception|drosophila protein|plant nectar|octopamine|olfactory learning|flower|olfaction|kenyon cell
747,Drug Release * Entrapment Efficiency * Zeta Potential,271,20,#283FD6,-7198.053223,8084.791992,0.00810537,drug release|entrapment efficiency|zeta potential|particle size|in vitro release|drug delivery|bioavailability|drug content|friability|sustained release|disintegration time|stability study|solvent evaporation|central composite design|dissolution rate
748,Habermasian Discourse * Analytical Goal * Positivist Stance,59,9,#55D628,3740.335938,-136.989578,-0.067319461,Habermasian discourse|analytical goal|positivist stance|digital panopticon|empirical contexts|ideal speech|historically informed|temporal construction|spatio temporalities|practical discourse|communicative agency|timespace|heterogeneous society
749,Populism * Deliberative Democracy * Topology,98,17,#28A3D6,8216.665039,3422.998291,0.1430119176598049,populism|deliberative democracy|topology|populist context|pragmatist inquiry|populist radical right|populist radical|radical right|bordering practice|social topology|populist discourse|border|temporal border
